Building,Year,Month,Day,Hour,Quarter,P1(Day),P2(Holiday),P3(HighestTemp),P4(CloudCover),P5(SolarIrradiance),Generation
1,2019,05,14,11,1,2,4,28.00,3,,10.00
1,2019,05,14,11,2,2,4,28.00,3,,12.00
1,2019,05,14,11,3,2,4,28.00,3,,11.00
1,2019,05,14,12,0,2,4,28.00,3,,11.00
1,2019,05,14,12,1,2,4,28.00,3,,12.00
1,2019,05,14,12,2,2,4,28.00,3,,10.00
1,2019,05,14,12,3,2,4,28.00,3,,12.00
1,2019,05,14,13,0,2,4,28.00,3,,11.00
1,2019,05,14,13,1,2,4,28.00,3,,11.00
1,2019,05,14,13,2,2,4,28.00,3,,11.00
1,2019,05,14,13,3,2,4,28.00,3,,11.00
1,2019,05,14,14,0,2,4,28.00,3,,8.00
1,2019,05,14,14,1,2,4,28.00,3,,3.00
1,2019,05,14,14,2,2,4,28.00,3,,1.00
1,2019,05,14,14,3,2,4,28.00,3,,2.00
1,2019,05,14,15,0,2,4,28.00,3,,5.00
1,2019,05,14,15,1,2,4,28.00,3,,7.00
1,2019,05,14,15,2,2,4,28.00,3,,6.00
1,2019,05,14,15,3,2,4,28.00,3,,8.00
1,2019,05,14,16,0,2,4,28.00,3,,9.00
1,2019,05,14,16,1,2,4,28.00,3,,8.00
1,2019,05,14,16,2,2,4,28.00,3,,6.00
1,2019,05,14,16,3,2,4,28.00,3,,6.00
1,2019,05,14,17,0,2,4,28.00,3,,6.00
1,2019,05,14,17,1,2,4,28.00,3,,7.00
1,2019,05,14,17,2,2,4,28.00,3,,4.00
1,2019,05,14,17,3,2,4,28.00,3,,2.00
1,2019,05,14,18,0,2,4,28.00,3,,3.00
1,2019,05,14,18,1,2,4,28.00,3,,2.00
1,2019,05,14,18,2,2,4,28.00,3,,1.00
1,2019,05,14,18,3,2,4,28.00,3,,0.00
1,2019,05,14,19,0,2,4,28.00,3,,1.00
1,2019,05,14,19,1,2,4,28.00,3,,0.00
1,2019,05,14,19,2,2,4,28.00,3,,0.00
1,2019,05,14,19,3,2,4,28.00,3,,0.00
1,2019,05,14,20,0,2,4,28.00,3,,0.00
1,2019,05,14,20,1,2,4,28.00,3,,0.00
1,2019,05,14,20,2,2,4,28.00,3,,0.00
1,2019,05,14,20,3,2,4,28.00,3,,0.00
1,2019,05,14,21,0,2,4,28.00,3,,0.00
1,2019,05,14,21,1,2,4,28.00,3,,0.00
1,2019,05,14,21,2,2,4,28.00,3,,0.00
1,2019,05,14,21,3,2,4,28.00,3,,0.00
1,2019,05,14,22,0,2,4,28.00,3,,0.00
1,2019,05,14,22,1,2,4,28.00,3,,0.00
1,2019,05,14,22,2,2,4,28.00,3,,0.00
1,2019,05,14,22,3,2,4,28.00,3,,0.00
1,2019,05,14,23,0,2,4,28.00,3,,0.00
1,2019,05,14,23,1,2,4,28.00,3,,0.00
1,2019,05,14,23,2,2,4,28.00,3,,0.00
1,2019,05,14,23,3,2,4,28.00,3,,0.00
1,2019,05,15,00,0,3,4,30.00,1,,0.00
1,2019,05,15,00,1,3,4,30.00,1,,0.00
1,2019,05,15,00,2,3,4,30.00,1,,0.00
1,2019,05,15,00,3,3,4,30.00,1,,0.00
1,2019,05,15,01,0,3,4,30.00,1,,0.00
1,2019,05,15,01,1,3,4,30.00,1,,0.00
1,2019,05,15,01,2,3,4,30.00,1,,0.00
1,2019,05,15,01,3,3,4,30.00,1,,0.00
1,2019,05,15,02,0,3,4,30.00,1,,0.00
1,2019,05,15,02,1,3,4,30.00,1,,0.00
1,2019,05,15,02,2,3,4,30.00,1,,0.00
1,2019,05,15,02,3,3,4,30.00,1,,0.00
1,2019,05,15,03,0,3,4,30.00,1,,0.00
1,2019,05,15,03,1,3,4,30.00,1,,0.00
1,2019,05,15,03,2,3,4,30.00,1,,0.00
1,2019,05,15,03,3,3,4,30.00,1,,0.00
1,2019,05,15,04,0,3,4,30.00,1,,0.00
1,2019,05,15,04,1,3,4,30.00,1,,0.00
1,2019,05,15,04,2,3,4,30.00,1,,0.00
1,2019,05,15,04,3,3,4,30.00,1,,0.00
1,2019,05,15,05,0,3,4,30.00,1,,0.00
1,2019,05,15,05,1,3,4,30.00,1,,0.00
1,2019,05,15,05,2,3,4,30.00,1,,0.00
1,2019,05,15,05,3,3,4,30.00,1,,0.00
1,2019,05,15,06,0,3,4,30.00,1,,0.00
1,2019,05,15,06,1,3,4,30.00,1,,2.00
1,2019,05,15,06,2,3,4,30.00,1,,2.00
1,2019,05,15,06,3,3,4,30.00,1,,2.00
1,2019,05,15,07,0,3,4,30.00,1,,4.00
1,2019,05,15,07,1,3,4,30.00,1,,2.00
1,2019,05,15,07,2,3,4,30.00,1,,5.00
1,2019,05,15,07,3,3,4,30.00,1,,5.00
1,2019,05,15,08,0,3,4,30.00,1,,6.00
1,2019,05,15,08,1,3,4,30.00,1,,9.00
1,2019,05,15,08,2,3,4,30.00,1,,7.00
1,2019,05,15,08,3,3,4,30.00,1,,8.00
1,2019,05,15,09,0,3,4,30.00,1,,7.00
1,2019,05,15,09,1,3,4,30.00,1,,10.00
1,2019,05,15,09,2,3,4,30.00,1,,12.00
1,2019,05,15,09,3,3,4,30.00,1,,11.00
1,2019,05,15,10,0,3,4,30.00,1,,11.00
1,2019,05,15,10,1,3,4,30.00,1,,12.00
1,2019,05,15,10,2,3,4,30.00,1,,11.00
1,2019,05,15,10,3,3,4,30.00,1,,11.00
1,2019,05,15,11,0,3,4,30.00,1,,11.00
1,2019,05,15,11,1,3,4,30.00,1,,11.00
1,2019,05,15,11,2,3,4,30.00,1,,11.00
1,2019,05,15,11,3,3,4,30.00,1,,12.00
1,2019,05,15,12,0,3,4,30.00,1,,10.00
1,2019,05,15,12,1,3,4,30.00,1,,12.00
1,2019,05,15,12,2,3,4,30.00,1,,11.00
1,2019,05,15,12,3,3,4,30.00,1,,11.00
1,2019,05,15,13,0,3,4,30.00,1,,11.00
1,2019,05,15,13,1,3,4,30.00,1,,11.00
1,2019,05,15,13,2,3,4,30.00,1,,12.00
1,2019,05,15,13,3,3,4,30.00,1,,10.00
1,2019,05,15,14,0,3,4,30.00,1,,12.00
1,2019,05,15,14,1,3,4,30.00,1,,10.00
1,2019,05,15,14,2,3,4,30.00,1,,12.00
1,2019,05,15,14,3,3,4,30.00,1,,12.00
1,2019,05,15,15,0,3,4,30.00,1,,10.00
1,2019,05,15,15,1,3,4,30.00,1,,11.00
1,2019,05,15,15,2,3,4,30.00,1,,11.00
1,2019,05,15,15,3,3,4,30.00,1,,10.00
1,2019,05,15,16,0,3,4,30.00,1,,10.00
1,2019,05,15,16,1,3,4,30.00,1,,9.00
1,2019,05,15,16,2,3,4,30.00,1,,6.00
1,2019,05,15,16,3,3,4,30.00,1,,1.00
1,2019,05,15,17,0,3,4,30.00,1,,1.00
1,2019,05,15,17,1,3,4,30.00,1,,1.00
1,2019,05,15,17,2,3,4,30.00,1,,1.00
1,2019,05,15,17,3,3,4,30.00,1,,2.00
1,2019,05,15,18,0,3,4,30.00,1,,3.00
1,2019,05,15,18,1,3,4,30.00,1,,1.00
1,2019,05,15,18,2,3,4,30.00,1,,1.00
1,2019,05,15,18,3,3,4,30.00,1,,0.00
1,2019,05,15,19,0,3,4,30.00,1,,1.00
1,2019,05,15,19,1,3,4,30.00,1,,0.00
1,2019,05,15,19,2,3,4,30.00,1,,0.00
1,2019,05,15,19,3,3,4,30.00,1,,0.00
1,2019,05,15,20,0,3,4,30.00,1,,0.00
1,2019,05,15,20,1,3,4,30.00,1,,0.00
1,2019,05,15,20,2,3,4,30.00,1,,0.00
1,2019,05,15,20,3,3,4,30.00,1,,0.00
1,2019,05,15,21,0,3,4,30.00,1,,0.00
1,2019,05,15,21,1,3,4,30.00,1,,0.00
1,2019,05,15,21,2,3,4,30.00,1,,0.00
1,2019,05,15,21,3,3,4,30.00,1,,0.00
1,2019,05,15,22,0,3,4,30.00,1,,0.00
1,2019,05,15,22,1,3,4,30.00,1,,0.00
1,2019,05,15,22,2,3,4,30.00,1,,0.00
1,2019,05,15,22,3,3,4,30.00,1,,0.00
1,2019,05,15,23,0,3,4,30.00,1,,0.00
1,2019,05,15,23,1,3,4,30.00,1,,0.00
1,2019,05,15,23,2,3,4,30.00,1,,0.00
1,2019,05,15,23,3,3,4,30.00,1,,0.00
1,2019,05,16,00,0,4,4,32.00,1,,0.00
1,2019,05,16,00,1,4,4,32.00,1,,0.00
1,2019,05,16,00,2,4,4,32.00,1,,0.00
1,2019,05,16,00,3,4,4,32.00,1,,0.00
1,2019,05,16,01,0,4,4,32.00,1,,0.00
1,2019,05,16,01,1,4,4,32.00,1,,0.00
1,2019,05,16,01,2,4,4,32.00,1,,0.00
1,2019,05,16,01,3,4,4,32.00,1,,0.00
1,2019,05,16,02,0,4,4,32.00,1,,0.00
1,2019,05,16,02,1,4,4,32.00,1,,0.00
1,2019,05,16,02,2,4,4,32.00,1,,0.00
1,2019,05,16,02,3,4,4,32.00,1,,0.00
1,2019,05,16,03,0,4,4,32.00,1,,0.00
1,2019,05,16,03,1,4,4,32.00,1,,0.00
1,2019,05,16,03,2,4,4,32.00,1,,0.00
1,2019,05,16,03,3,4,4,32.00,1,,0.00
1,2019,05,16,04,0,4,4,32.00,1,,0.00
1,2019,05,16,04,1,4,4,32.00,1,,0.00
1,2019,05,16,04,2,4,4,32.00,1,,0.00
1,2019,05,16,04,3,4,4,32.00,1,,0.00
1,2019,05,16,05,0,4,4,32.00,1,,0.00
1,2019,05,16,05,1,4,4,32.00,1,,0.00
1,2019,05,16,05,2,4,4,32.00,1,,0.00
1,2019,05,16,05,3,4,4,32.00,1,,0.00
1,2019,05,16,06,0,4,4,32.00,1,,1.00
1,2019,05,16,06,1,4,4,32.00,1,,2.00
1,2019,05,16,06,2,4,4,32.00,1,,2.00
1,2019,05,16,06,3,4,4,32.00,1,,3.00
1,2019,05,16,07,0,4,4,32.00,1,,2.00
1,2019,05,16,07,1,4,4,32.00,1,,5.00
1,2019,05,16,07,2,4,4,32.00,1,,4.00
1,2019,05,16,07,3,4,4,32.00,1,,5.00
1,2019,05,16,08,0,4,4,32.00,1,,6.00
1,2019,05,16,08,1,4,4,32.00,1,,6.00
1,2019,05,16,08,2,4,4,32.00,1,,8.00
1,2019,05,16,08,3,4,4,32.00,1,,8.00
1,2019,05,16,09,0,4,4,32.00,1,,10.00
1,2019,05,16,09,1,4,4,32.00,1,,9.00
1,2019,05,16,09,2,4,4,32.00,1,,11.00
1,2019,05,16,09,3,4,4,32.00,1,,11.00
1,2019,05,16,10,0,4,4,32.00,1,,11.00
1,2019,05,16,10,1,4,4,32.00,1,,10.00
1,2019,05,16,10,2,4,4,32.00,1,,9.00
1,2019,05,16,10,3,4,4,32.00,1,,10.00
1,2019,05,16,11,0,4,4,32.00,1,,11.00
1,2019,05,16,11,1,4,4,32.00,1,,12.00
1,2019,05,16,11,2,4,4,32.00,1,,10.00
1,2019,05,16,11,3,4,4,32.00,1,,12.00
1,2019,05,16,12,0,4,4,32.00,1,,11.00
1,2019,05,16,12,1,4,4,32.00,1,,11.00
1,2019,05,16,12,2,4,4,32.00,1,,11.00
1,2019,05,16,12,3,4,4,32.00,1,,11.00
1,2019,05,16,13,0,4,4,32.00,1,,12.00
1,2019,05,16,13,1,4,4,32.00,1,,10.00
1,2019,05,16,13,2,4,4,32.00,1,,12.00
1,2019,05,16,13,3,4,4,32.00,1,,10.00
1,2019,05,16,14,0,4,4,32.00,1,,12.00
1,2019,05,16,14,1,4,4,32.00,1,,10.00
1,2019,05,16,14,2,4,4,32.00,1,,12.00
1,2019,05,16,14,3,4,4,32.00,1,,10.00
1,2019,05,16,15,0,4,4,32.00,1,,10.00
1,2019,05,16,15,1,4,4,32.00,1,,12.00
1,2019,05,16,15,2,4,4,32.00,1,,10.00
1,2019,05,16,15,3,4,4,32.00,1,,12.00
1,2019,05,16,16,0,4,4,32.00,1,,10.00
1,2019,05,16,16,1,4,4,32.00,1,,11.00
1,2019,05,16,16,2,4,4,32.00,1,,10.00
1,2019,05,16,16,3,4,4,32.00,1,,7.00
1,2019,05,16,17,0,4,4,32.00,1,,6.00
1,2019,05,16,17,1,4,4,32.00,1,,5.00
1,2019,05,16,17,2,4,4,32.00,1,,3.00
1,2019,05,16,17,3,4,4,32.00,1,,4.00
1,2019,05,16,18,0,4,4,32.00,1,,2.00
1,2019,05,16,18,1,4,4,32.00,1,,0.00
1,2019,05,16,18,2,4,4,32.00,1,,2.00
1,2019,05,16,18,3,4,4,32.00,1,,0.00
1,2019,05,16,19,0,4,4,32.00,1,,0.00
1,2019,05,16,19,1,4,4,32.00,1,,0.00
1,2019,05,16,19,2,4,4,32.00,1,,0.00
1,2019,05,16,19,3,4,4,32.00,1,,0.00
1,2019,05,16,20,0,4,4,32.00,1,,0.00
1,2019,05,16,20,1,4,4,32.00,1,,0.00
1,2019,05,16,20,2,4,4,32.00,1,,0.00
1,2019,05,16,20,3,4,4,32.00,1,,0.00
1,2019,05,16,21,0,4,4,32.00,1,,0.00
1,2019,05,16,21,1,4,4,32.00,1,,0.00
1,2019,05,16,21,2,4,4,32.00,1,,0.00
1,2019,05,16,21,3,4,4,32.00,1,,0.00
1,2019,05,16,22,0,4,4,32.00,1,,0.00
1,2019,05,16,22,1,4,4,32.00,1,,0.00
1,2019,05,16,22,2,4,4,32.00,1,,0.00
1,2019,05,16,22,3,4,4,32.00,1,,0.00
1,2019,05,16,23,0,4,4,32.00,1,,0.00
1,2019,05,16,23,1,4,4,32.00,1,,0.00
1,2019,05,16,23,2,4,4,32.00,1,,0.00
1,2019,05,16,23,3,4,4,32.00,1,,0.00
1,2019,05,17,00,0,5,4,29.00,7,,0.00
1,2019,05,17,00,1,5,4,29.00,7,,0.00
1,2019,05,17,00,2,5,4,29.00,7,,0.00
1,2019,05,17,00,3,5,4,29.00,7,,0.00
1,2019,05,17,01,0,5,4,29.00,7,,0.00
1,2019,05,17,01,1,5,4,29.00,7,,0.00
1,2019,05,17,01,2,5,4,29.00,7,,0.00
1,2019,05,17,01,3,5,4,29.00,7,,0.00
1,2019,05,17,02,0,5,4,29.00,7,,0.00
1,2019,05,17,02,1,5,4,29.00,7,,0.00
1,2019,05,17,02,2,5,4,29.00,7,,0.00
1,2019,05,17,02,3,5,4,29.00,7,,0.00
1,2019,05,17,03,0,5,4,29.00,7,,0.00
1,2019,05,17,03,1,5,4,29.00,7,,0.00
1,2019,05,17,03,2,5,4,29.00,7,,0.00
1,2019,05,17,03,3,5,4,29.00,7,,0.00
1,2019,05,17,04,0,5,4,29.00,7,,0.00
1,2019,05,17,04,1,5,4,29.00,7,,0.00
1,2019,05,17,04,2,5,4,29.00,7,,0.00
1,2019,05,17,04,3,5,4,29.00,7,,0.00
1,2019,05,17,05,0,5,4,29.00,7,,0.00
1,2019,05,17,05,1,5,4,29.00,7,,0.00
1,2019,05,17,05,2,5,4,29.00,7,,0.00
1,2019,05,17,05,3,5,4,29.00,7,,0.00
1,2019,05,17,06,0,5,4,29.00,7,,2.00
1,2019,05,17,06,1,5,4,29.00,7,,0.00
1,2019,05,17,06,2,5,4,29.00,7,,2.00
1,2019,05,17,06,3,5,4,29.00,7,,2.00
1,2019,05,17,07,0,5,4,29.00,7,,2.00
1,2019,05,17,07,1,5,4,29.00,7,,4.00
1,2019,05,17,07,2,5,4,29.00,7,,5.00
1,2019,05,17,07,3,5,4,29.00,7,,6.00
1,2019,05,17,08,0,5,4,29.00,7,,6.00
1,2019,05,17,08,1,5,4,29.00,7,,8.00
1,2019,05,17,08,2,5,4,29.00,7,,10.00
1,2019,05,17,08,3,5,4,29.00,7,,10.00
1,2019,05,17,09,0,5,4,29.00,7,,12.00
1,2019,05,17,09,1,5,4,29.00,7,,10.00
1,2019,05,17,09,2,5,4,29.00,7,,12.00
1,2019,05,17,09,3,5,4,29.00,7,,11.00
1,2019,05,17,10,0,5,4,29.00,7,,11.00
1,2019,05,17,10,1,5,4,29.00,7,,12.00
1,2019,05,17,10,2,5,4,29.00,7,,10.00
1,2019,05,17,10,3,5,4,29.00,7,,12.00
1,2019,05,17,11,0,5,4,29.00,7,,11.00
1,2019,05,17,11,1,5,4,29.00,7,,11.00
1,2019,05,17,11,2,5,4,29.00,7,,11.00
1,2019,05,17,11,3,5,4,29.00,7,,11.00
1,2019,05,17,12,0,5,4,29.00,7,,10.00
1,2019,05,17,12,1,5,4,29.00,7,,11.00
1,2019,05,17,12,2,5,4,29.00,7,,11.00
1,2019,05,17,12,3,5,4,29.00,7,,10.00
1,2019,05,17,13,0,5,4,29.00,7,,8.00
1,2019,05,17,13,1,5,4,29.00,7,,8.00
1,2019,05,17,13,2,5,4,29.00,7,,12.00
1,2019,05,17,13,3,5,4,29.00,7,,10.00
1,2019,05,17,14,0,5,4,29.00,7,,10.00
1,2019,05,17,14,1,5,4,29.00,7,,12.00
1,2019,05,17,14,2,5,4,29.00,7,,10.00
1,2019,05,17,14,3,5,4,29.00,7,,9.00
1,2019,05,17,15,0,5,4,29.00,7,,9.00
1,2019,05,17,15,1,5,4,29.00,7,,8.00
1,2019,05,17,15,2,5,4,29.00,7,,6.00
1,2019,05,17,15,3,5,4,29.00,7,,6.00
1,2019,05,17,16,0,5,4,29.00,7,,8.00
1,2019,05,17,16,1,5,4,29.00,7,,6.00
1,2019,05,17,16,2,5,4,29.00,7,,3.00
1,2019,05,17,16,3,5,4,29.00,7,,3.00
1,2019,05,17,17,0,5,4,29.00,7,,2.00
1,2019,05,17,17,1,5,4,29.00,7,,2.00
1,2019,05,17,17,2,5,4,29.00,7,,2.00
1,2019,05,17,17,3,5,4,29.00,7,,2.00
1,2019,05,17,18,0,5,4,29.00,7,,0.00
1,2019,05,17,18,1,5,4,29.00,7,,2.00
1,2019,05,17,18,2,5,4,29.00,7,,0.00
1,2019,05,17,18,3,5,4,29.00,7,,0.00
1,2019,05,17,19,0,5,4,29.00,7,,0.00
1,2019,05,17,19,1,5,4,29.00,7,,0.00
1,2019,05,17,19,2,5,4,29.00,7,,0.00
1,2019,05,17,19,3,5,4,29.00,7,,0.00
1,2019,05,17,20,0,5,4,29.00,7,,0.00
1,2019,05,17,20,1,5,4,29.00,7,,0.00
1,2019,05,17,20,2,5,4,29.00,7,,0.00
1,2019,05,17,20,3,5,4,29.00,7,,0.00
1,2019,05,17,21,0,5,4,29.00,7,,0.00
1,2019,05,17,21,1,5,4,29.00,7,,0.00
1,2019,05,17,21,2,5,4,29.00,7,,0.00
1,2019,05,17,21,3,5,4,29.00,7,,0.00
1,2019,05,17,22,0,5,4,29.00,7,,0.00
1,2019,05,17,22,1,5,4,29.00,7,,0.00
1,2019,05,17,22,2,5,4,29.00,7,,0.00
1,2019,05,17,22,3,5,4,29.00,7,,0.00
1,2019,05,17,23,0,5,4,29.00,7,,0.00
1,2019,05,17,23,1,5,4,29.00,7,,0.00
